29239,12967,8471
32959,14081,10032
32932,14797,9702
39201,16234,12783
41529,18559,13623
33477,15317,11079
30433,14245,8512
30204,13234,9165
28164,13339,8095
32814,14784,9271
40872,17860,12271
33769,14807,11677
31583,13120,9793
31758,13144,9832
28677,12590,8694
27323,12219,8195
32311,14797,9440
37929,17400,11211
39514,18147,12453
28805,13282,8744
27502,11964,8943
26623,11560,8299
27963,12118,8841
32797,14411,9786
37239,15753,11905
33853,14766,11382
33407,14997,11254
28620,12934,9172
27150,12078,8441
28809,13501,8090
39529,16806,12246
44943,19460,12716
43910,19136,13271
33294,14681,10216
34006,14299,10210
33587,13663,10184
32535,14102,10584
36901,15783,10007
43309,17841,12964
44944,20274,13861
39636,16775,12000
35074,14676,10051
32930,13940,10428
33782,14393,9470
41798,17087,12276
44438,19531,13073
39039,17345,12530
34100,15141,10337
31967,14078,8837
31468,13617,9277
30764,13504,8936
36477,16055,10678
40010,17793,12009
40509,18336,12518
31847,13793,10251
29371,12368,9153
28885,12521,8784
29585,13366,8339
36377,15521,10385
40594,17961,11189
40699,18577,12257
35863,15238,9544
39542,16147,10825
32656,13944,9860
34408,13675,9626
39991,16184,11319
41431,17614,12879
42672,19172,11795
35770,15720,9576
32587,15098,8763
33072,13924,9426
33077,13841,9163
36582,15643,10867
42348,17819,12206
43689,18103,13205
33020,14147,9364
30418,13532,8462
28916,12834,8374
30864,14045,9051
35402,15803,10581
39544,17811,11633
39952,18734,12342
30864,14194,8742
29479,13219,8656
28354,12805,8142
28538,13096,8255
31840,14101,9333
34588,15373,10809
36147,16011,11602
28933,12750,8683
29531,13568,8606
33970,14121,10608
35260,15275,9864
39511,16593,11185
41276,18433,12626
43009,19272,12506
37024,16003,11093
32394,14359,10129
32301,14237,8853
35008,14908,10141
36465,16846,9842
44081,19618,13363
45798,19675,14274
36030,15647,11784
34312,15103,9529
35497,14431,10688
34405,14885,10244
35457,15667,10706
41521,19446,11742
43364,20637,13269
32410,14856,9809
30206,13795,8754
28922,13279,8666
28552,12454,8916
33044,14717,9910
39964,17991,12399
41021,18447,13402
31010,13487,9860
28472,12446,8626
27101,12216,7822
28303,12468,8389
37092,15594,10350
44630,19396,13998
42819,18287,12397
44525,19074,13484
31879,14368,9054
31854,13105,9408
32575,13466,9868
34775,15010,11088
43218,18574,12389
46649,20447,13874
32972,15467,9698
32370,13975,9248
31018,12376,9088
30142,13077,9025
36359,14995,10174
45959,18557,13821
44286,19480,13502
31860,13539,10041
29276,12917,8364
27065,11513,8221
28557,12446,8486
33634,14819,9852
41889,18583,12772
41362,18358,13063
29176,13141,9124
27979,12357,8552
26932,11735,8337
27231,12002,8238
32656,14550,9331
40981,18164,11862
39736,18310,12086
34841,15728,11017
33830,15113,9059
34220,14297,9821
30075,13337,8576
34588,14559,10156
44040,18576,12825
41872,18997,13041
33790,15393,9386
32295,13502,9538
29969,12974,8919
29998,11826,9360
35052,14209,10577
42226,17236,13634
42237,17899,13183
33684,12972,11156
27869,11722,8284
27103,11706,8733
26169,11551,8418
29711,12990,9109
36689,16664,11439
36987,17360,12209
26712,12433,8776
25419,11249,8167
24390,10546,8201
24312,10821,7807
31863,12461,8721
38547,15999,10430
37184,16457,10910
27581,12014,8160
28080,12499,8066
24975,9984,7704
31051,12550,9145
35514,14256,9280
45079,18203,11805
42545,18597,12091
33057,13423,9469
30514,12078,8653
29683,12254,9080
30757,12254,8354
35722,14020,10011
42884,18128,11467
43517,17170,12743
33213,13310,9435
28308,11167,8507
27835,10396,7757
29713,10950,8808
31616,12996,8681
40441,16701,11297
37576,16316,10920
29330,12791,8803
30274,12980,9077
35208,13964,11863
21909,8002,8259
23423,9717,7014
30016,12264,8855
32732,13768,9632
26476,11563,7772
24489,10421,6837
23545,9809,6743
23868,9939,6753
30389,11540,8821
42496,18180,12408
40940,15828,12044
35337,14358,10063
28819,12172,7581
31184,11539,9079
31124,12123,8908
33594,13740,9950
41573,16734,11639
42526,17164,12532
31089,14030,8088
30298,12154,8368
30016,11147,8821
28671,11481,8892
32902,12586,9219
42390,16288,12347
40053,16738,11821
31025,12454,9757
30254,12715,9215
31782,11471,9340
30872,12640,9571
32848,13684,9543
40015,16669,11111
38987,15476,11884
32623,13360,10404
11,6,2
29701,12072,10020
29086,12289,8507
32347,12801,9991
37154,15204,10819
35699,15023,10801
35036,13715,10576
24087,9640,8334
32184,13252,8387
36241,14202,10069
33742,14526,8861
43287,17101,11310
43994,17773,12705
33517,13805,10644
31220,13098,8035
29532,11387,7519
29793,12615,8402
34476,13487,9521
45878,17781,12952
40207,17260,12369
30614,12151,8407
30901,11634,8313
28802,11598,8192
28370,11854,7923
32812,13495,9210
42267,17671,11441
37041,15199,11493
30887,13849,9222
25556,11368,7516
25594,10669,7396
24967,10077,7494
29852,13134,8224
40693,17658,10988
38427,17206,11222
27796,11924,8348
25549,11258,7204
23523,10263,7071
26751,11785,7477
39076,15823,11282
51032,21731,13342
41558,15365,12674
28992,12548,8661
31633,11910,9433
31937,11924,8777
29699,12428,9930
35546,13986,10281
45852,17488,13094
43910,17372,13720
36617,14864,10046
36141,13291,10406
38551,14147,12009
30209,11196,8580
38260,14178,10631
45157,17563,12785
44653,17250,14094
34638,15076,10486
28248,11609,9169
30201,12233,8850
31408,12258,9297
32563,14171,9665
43031,18348,12066
44142,18358,13694
32020,13713,9352
27328,11596,8567
27884,11844,8503
30374,12625,8430
39451,16092,11283
49772,20494,13200
48247,19787,13493
35817,14410,10021
31236,13081,9651
32028,12395,9324
29770,11588,9355
34292,14704,8642
44889,18334,12272
44108,18868,12340
36438,14548,11331
33792,12768,10256
31808,12532,10092
33167,12904,9410
37501,14889,10761
43652,17726,11876
42570,18239,12361
31365,13262,9923
29012,11851,8708
29456,12716,8318
29642,12561,8798
33168,14455,9469
40620,17535,11267
40633,17216,12057
29667,13051,8735
28632,12098,8465
28258,12240,8188
29654,13025,8223
38067,15732,11323
46410,19945,13001
34448,13769,11899
34522,14427,10745
34642,14391,8958
35594,14759,9062
32174,14109,8925
38056,16073,10519
46821,19195,12876
46444,20337,13965
35017,14638,10104
33750,14564,10052
31441,14230,8392
32692,13647,9502
36082,14782,10013
43645,18260,12536
43990,18310,12931
34102,13807,11045
31039,13180,8993
28815,12736,8473
28474,12629,8158
32829,14810,9635
40857,18193,11886
39931,19123,11536
29951,14251,8935
27059,12559,8472
27607,12542,7996
27476,12533,7797
31206,14093,9423
35329,17185,8624
38902,18028,12207
27445,12903,7869
28144,13258,8124
31358,14286,9197
31741,14214,8125
36950,16459,9650
40812,18770,10800
43203,18927,12305
35368,15987,9847
31673,14308,9495
31346,13429,9106
32938,13958,9446
33497,15462,8519
45385,20060,12328
37390,16414,11379
34609,14890,11084
32885,14287,9457
34611,14158,9990
31937,13562,9500
34682,14936,10055
40830,18020,12789
42673,19633,13340
33646,15437,10096
30286,13479,8931
28935,13096,8912
30902,14016,8753
35081,15787,10225
39143,17170,11816
36049,16344,11647
36277,17033,11139
29298,13924,8608
26967,12350,7644
28125,12661,8329
36086,16213,9646
44808,19759,13829
47502,21500,12868
39245,16824,11180
33809,15176,9546
35911,15639,10579
34166,14096,10520
37602,17107,11280
44647,20488,12262
48164,21873,13317
36769,17630,10451
34625,15070,10312
33942,14339,10052
34188,14910,10524
39767,17282,11206
46309,19445,13512
39690,17574,12677
34118,15253,10240
31177,14223,9217
31070,14013,9232
31771,14452,9200
36703,16679,10458
42276,19032,12805
43275,19972,13266
34118,15516,10380
31603,14620,9245
30356,13896,9023
31457,14578,9134
36753,17612,10353
44949,21364,12756
44823,21044,13539
38716,18300,11497
37242,17705,9548
43999,19894,11644
36783,17287,11248
40807,18124,11684
41832,17843,12766
44624,20695,13357
37460,16475,10126
37253,16104,10405
34579,16039,9084
36361,14923,10818
41279,16907,12245
45185,19047,14227
46672,20294,13436
37624,15533,11083
33937,14502,9368
32467,14508,9028
33921,14971,9740
36194,16383,9908
41527,19732,11521
42039,20560,12539
32203,14781,9634
31304,14590,9420
31468,14347,9662
31816,15007,9197
36843,16352,10769
41672,19286,12360
40480,19053,12670
31763,15122,9875
30162,14093,8944
31255,14441,8844
37309,16662,11741
41663,17874,11721
47105,20462,13599
44439,20439,13544
39149,17120,11628
36694,15295,10959
35079,15716,10898
34886,15548,9665
40699,17285,12564
44912,21051,12952
47520,20776,14761
38753,16617,11232
35144,14938,11444
33732,14879,8876
37643,15213,10974
38025,16785,9888
44431,20418,12856
44894,20883,13267
35237,16562,10130
31625,14879,8910
32633,14871,9440
31793,14577,9348
37113,16665,11295
44836,20575,13847
48577,23275,14357
34200,15435,9839
32963,14572,9332
32456,14381,9494
31710,14521,8676
41621,18431,11093
47972,21995,13843
44741,20502,14101
47072,21384,13152
37799,16093,10718
33328,14916,9290
35425,15153,10489
38684,17050,10725
47600,21435,14426
51740,23603,14880
39765,17616,11075
34663,16409,8993
36195,15382,10173
36767,15063,10484
40971,17151,12449
49166,20484,14457
50970,21880,15151
36775,16589,10591
32571,14832,9327
31281,14112,9216
30823,14148,8889
36281,16931,9211
46001,20954,13422
46210,21819,13522
32784,15148,9423
31064,14694,8830
29959,13355,8732
30648,14062,8652
35502,15618,10047
44441,19821,12909
44396,20788,12740
32893,15385,9074
36730,15717,11206
33900,14460,9063
37215,15034,10635
37334,17030,10061
48777,21356,13640
49888,22045,14668
37003,16759,11000
34544,15637,9239
34746,15008,9437
34019,16033,8925
38093,16112,10626
46581,19520,12558
46343,20465,14064
36836,15592,10831
33213,13731,9681
32677,13987,9319
30538,13966,8411
34337,15615,9141
42043,19048,12055
43352,20688,12170
31859,14762,9342
28957,13558,8128
29525,13032,8545
29260,13066,8311
33877,14957,9144
42454,19043,11526
40665,19459,12213
32058,15149,9371
29529,13780,8009
31136,15458,8629
27034,11722,7625
39727,16539,11501
47093,20526,12328
48373,21495,13166
32972,15376,9045
34087,14683,9850
33030,14152,9143
31953,13890,9482
35460,15340,9143
45717,19643,11819
43905,20105,12183
36396,16490,10360
32275,12770,9517
29255,12613,8526
29468,12551,7933
35775,14870,9989
44587,19340,12556
42589,19731,12678
32110,14428,8938
28522,12299,8195
27915,11884,8042
28699,12375,8055
32863,14280,8741
40047,18472,10351
38446,18198,10810
28645,13854,7355
31293,14129,8884
36139,15079,10922
19839,8302,6489
26073,10763,7126
31546,13572,8388
38187,16983,10626
37087,16466,9609
38024,15949,10508
31519,13865,8570
35151,14368,9612
36899,15616,9818
44450,19874,12366
40424,18772,11556
33653,14829,8855
31422,14720,8370
30911,12882,8642
31669,12353,8769
36163,14678,9389
41528,18160,11203
43097,17943,12422
32474,14530,9333
30338,13153,8638
31692,13387,9549
32411,13290,10179
32123,13776,9054
40474,17676,9930
34915,17748,10424
35289,15786,9489
31077,12607,8888
20,5,13
32727,14544,9739
33095,14677,9262
36490,15846,10454
34121,15455,9983
32293,15159,8975
34811,14973,9789
23845,10884,7837
32653,14703,8647
38870,15982,10147
44616,17993,11291
45302,19258,12592
32412,15562,9616
30952,14199,9289
32973,13953,8760
33197,13308,9046
32766,15094,8404
47798,20084,12676
46858,19062,13028
33714,14826,10226
30223,12483,8390
31579,13118,8649
31190,13275,8290
35240,15801,8810
43233,20056,10339
40427,17807,11231
32706,15452,9189
27854,12793,7404
28197,13228,7567
26244,12047,7212
30888,14269,7669
40529,18248,10581
40197,19371,10811
30060,13512,9848
24000,12167,5634
24983,10941,6774
27017,11714,7442
36489,14942,9334
45333,20480,12629
43897,19300,11121
37294,15947,9288
30577,13963,7692
31676,13759,8412
32389,13845,8352
34255,14641,9671
47108,21851,11365
48040,21126,13388
33147,15714,8654
33533,13694,9350
36738,13889,11094
37483,15294,11744
33910,13393,9663
44965,17799,12726
43832,17962,12794
34557,15790,11467
30710,12719,8556
30411,12495,8225
29703,13149,8224
33326,14070,9316
41488,17686,10868
44427,18909,13334
31797,13794,9228
29725,13035,8545
26351,11294,7169
28890,12578,8424
34198,13154,9814
45496,20981,12257
46777,20852,12206
37201,15203,10261
30066,13650,7653
31278,12396,9265
32662,12840,9479
34864,14643,9895
43485,17971,11665
50090,21869,14175
37506,16430,10904
34567,13918,10051
34942,13981,10449
33084,13680,10291
36946,15179,10111
44708,19039,12071
45376,20018,13285
32084,14273,9712
30095,13161,8811
29384,12693,8833
28809,12703,8365
33202,14720,9385
41441,18616,11015
44171,20673,12219
31843,14672,9314
28466,12983,8402
27014,12742,6296
30210,13134,9431
32918,14684,8596
41193,17862,11015
43156,20499,12109
30672,13605,9506
33708,14505,10208
33699,14744,8515
36604,15363,9821
35685,15875,9808
46776,20477,12347
48790,21710,13459
36594,17070,10570
35248,16152,8860
35209,15555,9346
33038,15227,9202
38439,16110,10900
46155,18790,12830
46083,20183,14517
35751,15012,9664
36396,14174,11157
34228,14716,9984
33193,14652,9374
38905,16814,11668
47819,21794,13231
38934,18353,12553
31626,14419,9293
30678,14025,9186
30437,13630,8931
30792,13940,9059
33427,14391,9859
42377,19037,11752
43440,20454,12371
31508,14501,9803
29865,13390,8473
28883,13130,8180
33859,15529,9613
38951,17526,9785
46542,20320,12750
45139,20749,12721
35820,16144,10193
33611,14777,9793
32146,14104,9946
31819,14204,8270
36363,15828,9628
42843,18744,11929
38180,16920,11763
37922,16283,10462
33844,14959,9361
32817,14079,8271
33522,14051,9487
34589,15216,9589
40019,17770,10745
43020,19798,12388
32314,15056,9257
29926,13394,8724
29083,12930,8487
30386,13417,8693
33425,14824,9251
38386,16951,11174
35965,16360,10910
33459,16291,9167
28912,14005,7652
28109,12549,8117
27689,12276,8064
33740,14309,9816
40692,18204,11220
44602,20472,13215
37312,16617,10022
38357,15777,10319
32899,14823,9038
35655,15072,10599
37457,15825,10304
44347,19146,13562
45279,19946,12848
38256,17306,10082
33658,15188,9221
34644,14796,10173
35077,14461,9957
38356,16308,11609
44984,19564,12989
42494,17497,12908
35203,15312,10574
33542,14678,9445
32269,14835,8956
33120,14750,9704
37996,16980,10646
42420,19216,12241
42460,19882,12386
33158,15294,9271
30641,14323,8416
28821,13219,8097
29356,13530,8305
34078,15378,9586
39930,18671,10959
40211,18929,11258
33449,15686,9540
37739,16770,11118
37869,16289,9651
47028,20128,13209
38593,16997,11912
40782,17756,11458
45490,20262,12870
37635,17119,11382
36448,16206,9298
37214,15257,10827
35179,16491,9653
40253,16756,11569
47696,19613,14084
43675,19244,13098
36281,15330,10118
35815,14994,10154
33011,14533,9576
32430,14157,9184
36449,16302,9925
42480,18827,12202
42689,19725,12309
33451,15208,9775
31512,13945,9201
30939,14240,8882
30525,14214,8473
33848,15269,9807
39008,17776,10663
42214,20037,12348
32632,15315,9558
30705,14014,8732
30334,13916,8857
31840,14501,8927
43129,18047,12993
47011,19978,12610
47572,21352,12974
35799,16516,10139
36238,15724,10208
34547,15077,9353
34577,15574,10175
38980,16822,11208
45258,20235,12170
43249,20759,11607
36122,15419,10381
36672,15041,10035
34419,14576,10380
34536,14444,9619
38258,15332,11024
44555,19421,12542
46673,21639,13221
35379,16581,9851
31959,14344,9200
31847,13973,8931
32399,14062,9691
37116,16320,10897
44673,20126,13257
47443,21876,14391
34667,15022,10727
31402,13881,9367
29506,13182,8281
29976,13328,8527
37693,15871,9444
43237,18717,12075
39210,17656,10625
43256,19179,12686
34299,15047,8789
37397,15352,10162
31483,14157,8325
35966,15262,9556
46017,19408,12703
45953,21338,12606
35580,15427,10232
34167,14425,9441
31792,14479,8743
34480,14355,10001
38359,16653,10153
47579,20184,13984
45747,20240,12757
36559,15711,10331
31037,14076,8613
29831,13966,8166
28861,13430,7307
34832,15605,10025
43032,19738,11877
44402,20735,12979
31510,14751,9006
29410,13968,8261
29001,13356,8051
29511,13472,8108
33127,14940,8899
40839,18447,11013
42924,19691,12187
31473,14958,8749
29990,13841,7910
34602,14894,10034
34249,14865,9135
41836,17105,11644
47199,21225,12396
48361,21661,13206
37719,17144,9870
33151,14492,10014
33185,14381,8733
33738,14092,9361
35001,15377,9333
44561,18742,12354
46735,19652,13039
33557,15008,10122
32451,13134,8739
34193,13265,9757
29936,12232,8333
33430,14735,9032
43755,19310,11852
43456,20322,12096
32233,14931,9309
29367,13419,7966
27926,12215,8015
28506,12800,7845
32790,13962,8842
40753,18415,10461
40197,18317,11841
31203,14486,8899
28340,12591,8105
27563,12545,7721
30235,13818,8659
32850,13024,9411
44249,20253,11685
46072,21092,11490
38564,16462,10265
31952,14001,8524
30832,13264,7946
33223,13878,9085
34763,15019,9969
44270,19284,11053
47415,20404,13193
34449,16116,9609
32588,14501,8797
30490,11966,8281
28711,11992,8476
34739,13994,9195
44383,17879,11929
43516,19201,12187
31811,14039,9076
28014,12619,7963
28047,11988,8025
28247,11993,8283
32863,14421,8398
42402,19145,11482
40630,18717,11606
31598,14628,9462
31888,14751,8894
36903,15812,10727
21844,8930,7672
26354,11524,7587
34456,15234,9176
35805,16322,10206
34305,15515,9557
30569,12665,8227
32605,12590,9036
31516,14778,7583
36963,15097,9677
43815,19085,11579
42527,18773,12409
33114,14487,9013
32667,14319,8872
31898,15526,7899
26115,8585,8161
33502,13448,9314
40036,17179,11203
42006,17834,12014
34127,12986,10762
29936,12272,9121
30152,12716,9384
32367,13501,10029
29834,12432,8226
38421,16757,10739
38488,17815,10749
33736,15575,9510
34862,15172,9724
29617,11485,9084
20,6,13
32909,13329,10507
32594,14550,9037
31894,15122,8475
29990,13406,9043
29417,12385,8981
33450,13248,9329
26452,11169,7693
39633,16179,9915
41085,17410,10691
39647,18465,10832
34691,14833,9850
32682,12796,9508
29165,12301,9413
29029,13088,7443
34385,13865,9001
43946,19244,11182
45066,19921,12149
35574,14064,9888
30324,12716,8701
31059,12030,8240
33063,12442,9487
34889,13997,9518
45169,18674,12264
40724,18195,12128
34412,15535,10114
28363,12589,8267
28109,12301,8293
25795,11648,6628
32221,13725,9275
42181,18319,11422
42623,19578,12055
30358,13130,9055
27873,11859,8109
28104,11825,8089
28225,12022,8263
37440,14540,10314
50828,19825,12998
40385,19519,13986
35006,14603,9615
37405,14462,10063
33992,13677,9884
34647,14260,9173
36809,12985,10770
50836,21744,13495
49719,20343,13932
39170,16576,11460
35464,15419,9913
35701,13858,10665
38570,14811,11419
36936,13954,11171
41614,16024,11735
44007,16634,13564
37147,16235,10259
30697,12756,8719
28505,12004,8426
28808,11496,8920
33119,13594,9769
42109,15963,12637
43759,18349,13041
31522,13688,9143
29780,12241,8801
29227,12358,8649
29223,12168,8823
33566,13794,8962
44154,18208,11795
45186,19496,13416
35398,14370,10161
34387,14180,10405
31774,13002,9233
32819,13806,8952
35937,14619,9742
44229,18440,12530
47379,21140,12080
36020,15271,9921
33597,13856,10741
32891,13280,9568
34391,13288,10194
36623,14855,11254
44471,18504,12209
48827,20812,13710
35495,14699,10880
31412,13153,9748
29947,12456,9159
29369,12257,9225
32999,13989,9927
41982,18719,10997
44014,19974,12829
32338,14339,9691
26841,12504,6071
31995,12743,11462
29902,13056,8488
32535,13977,9069
41531,17755,11655
42583,19228,12491
31899,14501,9590
30956,13770,9236
35060,14961,10706
33817,14590,9190
44108,17536,12845
48419,21501,13220
41636,18426,12789
36215,14999,10756
33911,14223,10415
34149,14137,9578
34437,13542,10561
36853,15573,10115
45272,18376,12975
47180,19636,13824
34494,13348,11465
33597,13431,9121
34690,13080,10386
31431,13510,8802
33059,14269,9209
42516,17238,13046
44359,19517,12575
33118,14202,10224
30227,13167,8879
30382,13099,8926
30658,13669,8801
34423,14833,9761
43598,19071,12049
43406,19426,12387
33444,14773,9873
29750,13044,8805
28667,12509,8579
30553,12985,8967
40976,17168,12238
47052,19497,13252
49102,20394,13859
